"source" "target" "tag"
"350" 37 49 "George Sampson"
"351" 48 49 "John Harmon"
"352" 42 49 "Lavinia Wilfer"
"353" 48 49 "Mr Boffin"
"354" 33 49 "Mr Veneering"
"355" 48 49 "Mr Wilfer"
"356" 48 49 "Mrs Boffin"
"357" 37 49 "Mrs Wilfer"
"358" 47 50 "Alfred Lammle"
"359" 33 50 "Analytical Chemist"
"360" 16 50 "Blight"
"361" 33 50 "Boots Brewer"
"362" 44 50 "Eugene Wrayburn"
"363" 46 50 "Fledgeby"
"364" 33 50 "Lady Tippins"
"365" 46 50 "Lord Snigsworth"
"366" 46 50 "Melvin Twemlow"
"367" 44 50 "Mortimer Lightwood"
"368" 43 50 "Mr Dolls"
"369" 34 50 "Mr Podsnap"
"370" 46 50 "Mr Riah"
"371" 49 50 "Mr Veneering"
"372" 33 50 "Mrs  Veneering"
"373" 34 50 "Mrs Podsnap"
"374" 48 50 "Sophronia Akershem"
"375" 44 51 "Bradley Headstone"
"376" 50 51 "Eugene Wrayburn"
"377" 44 51 "Rogue Riderhood"
"378" 50 52 "Alfred Lammle"
"379" 49 52 "Bella Wilfer"
"380" 45 52 "Georgiana Podsnap"
"381" 50 52 "Melvin Twemlow"
"382" 49 52 "Mr Boffin"
"383" 49 52 "Mr Wilfer"
"384" 49 52 "Mrs Boffin"
"385" 50 52 "Sophronia Akershem"
"386" 52 53 "Mr Boffin"
"387" 52 53 "Mrs Boffin"
"388" 47 53 "MrVenus"
"389" 47 53 "Silas Wegg"
"390" 47 53 "Sloppy"
"391" 52 54 "Bella Wilfer"
"392" 49 54 "John Harmon"
"393" 49 54 "Lavinia Wilfer"
"394" 52 54 "Mr Wilfer"
"395" 49 54 "Mrs Wilfer"
"396" 54 55 "Bella Wilfer"
"397" 49 55 "George Sampson"
"398" 54 55 "John Harmon"
"399" 54 55 "Lavinia Wilfer"
"400" 46 55 "Lizzie Hexam"
"401" 53 55 "Mr Boffin"
"402" 54 55 "Mr Wilfer"
"403" 53 55 "Mrs Boffin"
"404" 54 55 "Mrs Wilfer"
"405" 51 56 "Eugene Wrayburn"
"406" 55 56 "Lizzie Hexam"
"407" 50 56 "Mortimer Lightwood"
"408" 51 57 "Bradley Headstone"
"409" 32 57 "Charley Hexam"
"410" 56 57 "Eugene Wrayburn"
"411" 28 57 "Mary Anne"
"412" 44 57 "Miss Peecher"
"413" 51 57 "Rogue Riderhood"
"414" 52 58 "Alfred Lammle"
"415" 50 58 "Fledgeby"
"416" 46 58 "Jenny Wren"
"417" 56 58 "Lizzie Hexam"
"418" 50 58 "Mr Dolls"
"419" 50 58 "Mr Riah"
"420" 50 59 "Blight"
"421" 57 59 "Eugene Wrayburn"
"422" 58 59 "Fledgeby"
"423" 58 59 "Jenny Wren"
"424" 58 59 "Lizzie Hexam"
"425" 56 59 "Mortimer Lightwood"
"426" 58 59 "Mr Dolls"
"427" 58 59 "Mr Riah"
"428" 57 60 "Bradley Headstone"
"429" 59 60 "Eugene Wrayburn"
"430" 59 60 "Jenny Wren"
"431" 59 60 "Lizzie Hexam"
"432" 59 60 "Mortimer Lightwood"
"433" 55 61 "Bella Wilfer"
"434" 60 61 "Bradley Headstone"
"435" 60 61 "Eugene Wrayburn"
"436" 60 61 "Jenny Wren"
"437" 55 61 "John Harmon"
"438" 60 61 "Lizzie Hexam"
"439" 60 61 "Mortimer Lightwood"
"440" 55 61 "Mr Boffin"
"441" 42 61 "Mrs Milvey"
"442" 42 61 "Reverend  FrankMilvey"
"443" 36 62 "Abbey Potterson"
"444" 61 62 "Bella Wilfer"
"445" 30 62 "Jacob Kibble"
"446" 3 62 "Job Potterson"
"447" 61 62 "John Harmon"
"448" 61 62 "Mortimer Lightwood"
"449" 61 62 "Mr Boffin"
"450" 14 62 "Mr Inspector"
"451" 55 62 "Mrs Boffin"
"452" 62 63 "Bella Wilfer"
"453" 48 63 "George Jones"
"454" 62 63 "John Harmon"
"455" 62 63 "Mr Boffin"
"456" 62 63 "Mrs Boffin"
"457" 53 63 "Silas Wegg"
"458" 63 64 "Bella Wilfer"
"459" 42 64 "Betty Higden"
"460" 63 64 "John Harmon"
"461" 63 64 "Mr Boffin"
"462" 63 64 "Mrs Boffin"
