"source" "target" "tag"
"432" 119 120 "Nicholas Nickleby"
"433" 119 120 "Smike"
"434" 120 121 "Mr Crummles"
"435" 120 121 "Nicholas Nickleby"
"436" 116 122 "Kate Nickleby"
"437" 121 122 "Mr Crummles"
"438" 122 123 "Mr Crummles"
"439" 116 123 "Newman Noggs"
"440" 121 123 "Nicholas Nickleby"
"441" 120 123 "Smike"
"442" 120 123 "The Master Crummleses"
"443" 123 124 "Mr Crummles"
"444" 123 124 "Nicholas Nickleby"
"445" 123 124 "Ninetta Crummles"
"446" 124 125 "Mr Crummles"
"447" 124 125 "Mr Folair"
"448" 124 125 "Mrs Crummles"
"449" 124 125 "Nicholas Nickleby"
"450" 125 126 "Miss Ledrook"
"451" 125 126 "Mr Crummles"
"452" 125 126 "Mr Folair"
"453" 125 126 "Mr Lenville"
"454" 125 126 "Mrs Crummles"
"455" 125 126 "Nicholas Nickleby"
"456" 124 126 "Ninetta Crummles"
"457" 123 126 "Smike"
"458" 126 127 "Miss Snevellicci"
"459" 126 127 "Mr Crummles"
"460" 126 127 "Mrs Crummles"
"461" 126 127 "Mrs Grudden"
"462" 126 127 "Nicholas Nickleby"
"463" 126 127 "Ninetta Crummles"
"464" 126 127 "Smike"
"465" 123 127 "The Master Crummleses"
"466" 127 128 "Miss Snevellicci"
"467" 127 128 "Mr Crummles"
"468" 126 128 "Mr Folair"
"469" 126 128 "Mr Lenville"
"470" 127 128 "Nicholas Nickleby"
"471" 127 128 "Ninetta Crummles"
"472" 127 128 "Smike"
"473" 126 129 "Miss Bravassa"
"474" 128 129 "Miss Snevellicci"
"475" 128 129 "Mr Crummles"
"476" 128 129 "Mr Lenville"
"477" 127 129 "Mrs Crummles"
"478" 128 129 "Nicholas Nickleby"
"479" 128 129 "Ninetta Crummles"
"480" 129 130 "Miss Snevellicci"
"481" 129 130 "Mr Crummles"
"482" 129 130 "Mrs Crummles"
"483" 129 130 "Nicholas Nickleby"
"484" 130 131 "Miss Snevellicci"
"485" 130 131 "Nicholas Nickleby"
"486" 129 131 "Ninetta Crummles"
"487" 131 132 "Miss Snevellicci"
"488" 131 132 "Mrs Curdle"
"489" 131 132 "Nicholas Nickleby"
"490" 131 132 "Ninetta Crummles"
"491" 132 133 "Miss Snevellicci"
"492" 130 133 "Mr Crummles"
"493" 130 133 "Mrs Crummles"
"494" 127 133 "Mrs Grudden"
"495" 132 133 "Nicholas Nickleby"
"496" 132 133 "Ninetta Crummles"
"497" 127 133 "The Master Crummleses"
"498" 133 134 "Miss Snevellicci"
"499" 133 134 "Mrs Borum"
"500" 133 134 "Mrs Crummles"
"501" 133 134 "Mrs Grudden"
"502" 133 134 "Nicholas Nickleby"
"503" 133 134 "Ninetta Crummles"
"504" 88 135 "Henrietta Petowker"
"505" 133 135 "Mr Crummles"
"506" 132 135 "Mr Curdle"
"507" 134 135 "Mrs Crummles"
"508" 134 135 "Mrs Grudden"
"509" 134 135 "Nicholas Nickleby"
"510" 133 135 "The Master Crummleses"
"511" 87 135 "The Misses Kenwigses"
"512" 135 136 "Henrietta Petowker"
"513" 88 136 "Mr Lillyvick"
"514" 135 136 "Nicholas Nickleby"
"515" 128 136 "Smike"
"516" 136 137 "Henrietta Petowker"
"517" 126 137 "Miss Ledrook"
"518" 134 137 "Miss Snevellicci"
"519" 136 137 "Mr Lillyvick"
"520" 123 137 "Newman Noggs"
"521" 136 137 "Nicholas Nickleby"
"522" 135 137 "The Master Crummleses"
"523" 135 137 "The Misses Kenwigses"
"524" 137 138 "Henrietta Petowker"
"525" 129 138 "Miss Bravassa"
"526" 137 138 "Miss Ledrook"
"527" 137 138 "Miss Snevellicci"
"528" 135 138 "Mr Crummles"
"529" 128 138 "Mr Folair"
"530" 137 138 "Mr Lillyvick"
"531" 135 138 "Mrs Crummles"
"532" 135 138 "Mrs Grudden"
"533" 137 138 "Nicholas Nickleby"
"534" 134 138 "Ninetta Crummles"
"535" 137 138 "The Master Crummleses"
"536" 138 139 "Henrietta Petowker"
"537" 138 139 "Miss Bravassa"
"538" 138 139 "Miss Ledrook"
"539" 138 139 "Mr Crummles"
"540" 138 139 "Mr Folair"
"541" 138 139 "Mr Lillyvick"
"542" 138 139 "Mrs Crummles"
"543" 138 139 "Mrs Grudden"
"544" 138 139 "Nicholas Nickleby"
"545" 138 139 "Ninetta Crummles"
"546" 136 139 "Smike"
"547" 139 140 "Nicholas Nickleby"
"548" 139 140 "Smike"
"549" 122 141 "Kate Nickleby"
"550" 102 141 "Lord Frederick Verisopht"
"551" 113 141 "Ralph Nickleby"
"552" 104 141 "Sir Mulberry Hawk"
"553" 141 142 "Lord Frederick Verisopht"
"554" 141 142 "Ralph Nickleby"
"555" 141 142 "Sir Mulberry Hawk"
"556" 141 143 "Kate Nickleby"
"557" 115 143 "Mrs Nickleby"
"558" 137 143 "Newman Noggs"
"559" 142 143 "Ralph Nickleby"
"560" 142 143 "Sir Mulberry Hawk"
"561" 143 144 "Kate Nickleby"
"562" 142 144 "Lord Frederick Verisopht"
"563" 143 144 "Mrs Nickleby"
"564" 140 144 "Nicholas Nickleby"
"565" 143 144 "Ralph Nickleby"
"566" 143 144 "Sir Mulberry Hawk"
"567" 144 145 "Ralph Nickleby"
"568" 144 146 "Kate Nickleby"
"569" 103 146 "Mr Pluck"
"570" 103 146 "Mr Pyke"
"571" 144 146 "Mrs Nickleby"
"572" 144 146 "Nicholas Nickleby"
"573" 144 146 "Sir Mulberry Hawk"
"574" 146 147 "Kate Nickleby"
"575" 108 147 "Miss La Creevy"
"576" 146 147 "Mr Pluck"
"577" 146 147 "Mr Pyke"
"578" 146 147 "Mrs Nickleby"
"579" 146 147 "Sir Mulberry Hawk"
"580" 147 148 "Kate Nickleby"
"581" 144 148 "Lord Frederick Verisopht"
"582" 147 148 "Mr Pluck"
"583" 147 148 "Mr Pyke"
"584" 147 148 "Mrs Nickleby"
"585" 147 148 "Sir Mulberry Hawk"
"586" 115 149 "Henry Wititterly"
"587" 115 149 "Julia Wititterly"
"588" 148 149 "Kate Nickleby"
"589" 148 149 "Lord Frederick Verisopht"
"590" 148 149 "Mr Pluck"
"591" 148 149 "Mr Pyke"
"592" 148 149 "Mrs Nickleby"
"593" 145 149 "Ralph Nickleby"
"594" 148 149 "Sir Mulberry Hawk"
"595" 149 150 "Henry Wititterly"
"596" 149 150 "Julia Wititterly"
"597" 149 150 "Kate Nickleby"
"598" 149 150 "Lord Frederick Verisopht"
"599" 2 150 "Mr Nickleby"
"600" 149 150 "Mr Pluck"
"601" 149 150 "Mr Pyke"
"602" 149 150 "Mrs Nickleby"
"603" 146 150 "Nicholas Nickleby"
"604" 149 150 "Sir Mulberry Hawk"
"605" 150 151 "Julia Wititterly"
"606" 150 151 "Kate Nickleby"
"607" 150 151 "Lord Frederick Verisopht"
"608" 150 151 "Mr Pluck"
"609" 150 151 "Mr Pyke"
"610" 150 151 "Mrs Nickleby"
"611" 150 151 "Sir Mulberry Hawk"
"612" 114 152 "Alphonse"
"613" 150 152 "Henry Wititterly"
"614" 151 152 "Julia Wititterly"
"615" 151 152 "Kate Nickleby"
"616" 151 152 "Mr Pluck"
"617" 151 152 "Mr Pyke"
"618" 151 152 "Mrs Nickleby"
"619" 151 152 "Sir Mulberry Hawk"
"620" 152 153 "Julia Wititterly"
"621" 152 153 "Kate Nickleby"
"622" 151 153 "Lord Frederick Verisopht"
"623" 152 153 "Mr Pluck"
"624" 152 153 "Mr Pyke"
"625" 152 153 "Sir Mulberry Hawk"
"626" 152 154 "Henry Wititterly"
"627" 153 154 "Julia Wititterly"
"628" 153 154 "Kate Nickleby"
"629" 153 154 "Lord Frederick Verisopht"
"630" 153 154 "Mr Pluck"
"631" 153 154 "Mr Pyke"
"632" 153 154 "Sir Mulberry Hawk"
"633" 115 154 "Sir Tumley Snuffim"
"634" 154 155 "Julia Wititterly"
"635" 154 155 "Kate Nickleby"
"636" 154 155 "Lord Frederick Verisopht"
"637" 154 155 "Mr Pluck"
"638" 154 155 "Mr Pyke"
"639" 154 155 "Sir Mulberry Hawk"
"640" 154 156 "Henry Wititterly"
"641" 155 156 "Julia Wititterly"
"642" 155 156 "Kate Nickleby"
"643" 143 156 "Newman Noggs"
"644" 149 156 "Ralph Nickleby"
"645" 154 156 "Sir Tumley Snuffim"
"646" 156 157 "Kate Nickleby"
"647" 156 157 "Newman Noggs"
"648" 150 157 "Nicholas Nickleby"
"649" 156 157 "Ralph Nickleby"
"650" 157 158 "Kate Nickleby"
"651" 157 158 "Newman Noggs"
"652" 157 158 "Ralph Nickleby"
"653" 68 159 "John Browdie"
"654" 158 159 "Kate Nickleby"
"655" 139 159 "Mr Crummles"
"656" 139 159 "Mr Folair"
"657" 158 159 "Newman Noggs"
"658" 157 159 "Nicholas Nickleby"
"659" 158 159 "Ralph Nickleby"
"660" 140 159 "Smike"
"661" 76 159 "Wackford Squeers"
"662" 159 160 "Mr Folair"
"663" 159 160 "Nicholas Nickleby"
"664" 129 161 "Mr Lenville"
"665" 126 161 "Mrs Lenville"
"666" 160 161 "Nicholas Nickleby"
"667" 159 161 "Smike"
"668" 159 162 "Kate Nickleby"
"669" 129 162 "Miss Belvawney"
"670" 139 162 "Miss Bravassa"
"671" 138 162 "Miss Snevellicci"
"672" 160 162 "Mr Folair"
"673" 139 162 "Mrs Crummles"
"674" 139 162 "Mrs Grudden"
"675" 152 162 "Mrs Nickleby"
"676" 159 162 "Newman Noggs"
"677" 161 162 "Nicholas Nickleby"
"678" 139 162 "Ninetta Crummles"
"679" 159 162 "Ralph Nickleby"
"680" 161 162 "Smike"
"681" 162 163 "Miss Snevellicci"
"682" 159 163 "Mr Crummles"
"683" 162 163 "Mr Folair"
"684" 162 163 "Mrs Crummles"
"685" 162 163 "Mrs Grudden"
"686" 162 163 "Newman Noggs"
"687" 162 163 "Nicholas Nickleby"
"688" 162 163 "Ninetta Crummles"
"689" 162 163 "Smike"
"690" 139 164 "Henrietta Petowker"
"691" 139 164 "Miss Ledrook"
"692" 163 164 "Miss Snevellicci"
"693" 163 164 "Mr Crummles"
"694" 163 164 "Mr Folair"
"695" 163 164 "Nicholas Nickleby"
"696" 163 164 "Ninetta Crummles"
"697" 163 164 "Smike"
"698" 164 165 "Henrietta Petowker"
"699" 164 165 "Miss Ledrook"
"700" 164 165 "Miss Snevellicci"
"701" 139 165 "Mr Lillyvick"
"702" 164 165 "Nicholas Nickleby"
"703" 165 166 "Henrietta Petowker"
"704" 165 166 "Miss Snevellicci"
"705" 165 166 "Mr Lillyvick"
"706" 165 166 "Mr Snevellicci"
"707" 164 166 "Mrs Snevellicci"
"708" 165 166 "Nicholas Nickleby"
"709" 164 166 "Smike"
"710" 67 167 "Fanny Squeers"
"711" 166 167 "Henrietta Petowker"
"712" 162 167 "Miss Bravassa"
"713" 165 167 "Miss Ledrook"
"714" 164 167 "Mr Crummles"
"715" 161 167 "Mr Lenville"
"716" 166 167 "Mr Lillyvick"
"717" 163 167 "Mrs Crummles"
"718" 166 167 "Mrs Snevellicci"
"719" 166 167 "Nicholas Nickleby"
"720" 164 167 "Ninetta Crummles"
"721" 127 168 "Mr Bulph"
"722" 167 168 "Mr Crummles"
"723" 163 168 "Newman Noggs"
"724" 167 168 "Nicholas Nickleby"
"725" 166 168 "Smike"
